,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
418,male,group D,some high school,free/reduced,completed,divorced,regularly,yes,3,school_bus,5 - 10,46,51,52
419,female,group A,some college,standard,none,married,sometimes,yes,0,private,> 10,55,62,56
420,male,group D,associate's degree,standard,none,married,regularly,yes,5,private,5 - 10,71,68,64
421,male,group D,master's degree,standard,none,,sometimes,yes,1,school_bus,5 - 10,67,66,65
422,female,group E,high school,standard,none,married,regularly,no,1,school_bus,5 - 10,30,47,42
423,female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,2,private,5 - 10,68,69,75
424,male,group C,,standard,none,married,regularly,yes,4,school_bus,,73,58,60
425,male,group A,associate's degree,free/reduced,none,married,regularly,no,3,private,< 5,40,42,38
426,female,group C,high school,standard,none,married,never,yes,2,private,< 5,54,65,62
427,female,group D,high school,standard,none,married,sometimes,yes,7,private,5 - 10,62,75,70
428,male,group D,associate's degree,standard,none,widowed,regularly,yes,1,school_bus,> 10,75,73,67
429,male,group B,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,< 5,45,37,38
430,male,group D,associate's degree,standard,completed,divorced,sometimes,no,2,private,> 10,49,51,57
431,male,group B,some college,free/reduced,completed,divorced,sometimes,yes,2,private,5 - 10,80,85,80
433,male,group E,some high school,free/reduced,none,divorced,sometimes,no,3,school_bus,> 10,47,49,46
434,male,group C,associate's degree,standard,none,married,never,yes,3,private,5 - 10,64,53,54
436,male,group A,high school,standard,completed,married,sometimes,,0,,5 - 10,62,57,55
437,female,group C,bachelor's degree,standard,completed,single,sometimes,no,1,school_bus,5 - 10,77,82,85
438,female,group C,some college,standard,none,married,sometimes,no,4,school_bus,5 - 10,79,88,78
440,male,group A,some college,free/reduced,none,single,sometimes,yes,5,,5 - 10,47,40,35
442,female,group C,associate's degree,standard,completed,married,sometimes,yes,,,< 5,79,85,86
443,male,group B,high school,free/reduced,none,single,sometimes,no,1,school_bus,5 - 10,45,43,33
445,male,group E,bachelor's degree,standard,none,single,regularly,yes,1,,5 - 10,96,90,83
446,female,group C,some college,standard,none,married,never,yes,2,private,5 - 10,63,66,64
447,female,group C,high school,free/reduced,completed,divorced,never,no,3,school_bus,5 - 10,64,80,82
448,female,group B,some college,standard,,divorced,regularly,yes,4,school_bus,> 10,57,65,69
449,female,group D,some college,standard,none,divorced,regularly,yes,3,school_bus,5 - 10,100,95,97
450,female,group D,some college,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,55,64,65
451,female,group D,some high school,standard,completed,married,sometimes,yes,,private,5 - 10,61,76,77
453,female,group A,associate's degree,free/reduced,completed,married,regularly,no,1,school_bus,5 - 10,62,74,76
454,female,group C,high school,standard,completed,married,regularly,yes,1,school_bus,> 10,97,98,100
455,female,,associate's degree,free/reduced,none,divorced,sometimes,yes,3,private,5 - 10,65,70,75
456,female,group B,some college,free/reduced,none,single,sometimes,no,2,private,,57,68,74
457,male,group B,high school,standard,completed,single,sometimes,,1,private,5 - 10,60,55,56
458,male,group E,associate's degree,free/reduced,none,married,sometimes,,1,school_bus,< 5,85,68,63
459,male,group C,some high school,standard,completed,married,regularly,no,2,school_bus,> 10,73,72,69
460,female,group C,,standard,none,widowed,sometimes,yes,6,private,> 10,64,66,72
461,female,group A,bachelor's degree,standard,completed,,regularly,no,2,school_bus,5 - 10,67,80,88
462,male,group C,,standard,,married,regularly,no,1,,5 - 10,75,62,65
463,female,group B,associate's degree,standard,completed,married,regularly,yes,4,school_bus,5 - 10,90,100,100
464,female,,associate's degree,standard,none,divorced,never,no,5,school_bus,5 - 10,68,83,72
465,female,group D,some high school,standard,completed,married,sometimes,no,1,private,< 5,85,97,98
466,male,group C,associate's degree,standard,none,single,sometimes,yes,0,,5 - 10,88,74,70
467,female,group D,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,5 - 10,80,79,89
468,female,group D,high school,free/reduced,none,married,never,yes,,,> 10,34,39,34
469,male,group B,some college,standard,none,single,sometimes,yes,4,school_bus,5 - 10,42,40,37
470,male,group B,high school,free/reduced,none,divorced,regularly,yes,1,,5 - 10,73,77,72
471,female,group B,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,5 - 10,42,58,56
472,female,,associate's degree,standard,none,married,never,yes,2,school_bus,< 5,74,85,79
473,female,group C,high school,standard,completed,married,regularly,yes,5,,< 5,89,99,98
474,female,group D,high school,standard,none,married,sometimes,yes,4,private,5 - 10,66,59,64
475,female,group A,associate's degree,standard,none,single,regularly,yes,,school_bus,< 5,61,65,66
477,male,group A,some high school,free/reduced,none,divorced,regularly,yes,1,school_bus,5 - 10,54,54,48
478,female,group C,some college,standard,completed,married,regularly,no,3,private,,74,89,85
479,female,group B,some college,free/reduced,none,married,regularly,,4,private,5 - 10,76,82,78
480,female,,associate's degree,standard,none,single,regularly,no,1,private,5 - 10,91,94,95
481,male,group B,some high school,standard,none,married,sometimes,no,4,school_bus,> 10,60,60,51
482,male,group E,bachelor's degree,free/reduced,completed,married,never,yes,1,private,5 - 10,66,65,58
483,male,group C,associate's degree,standard,completed,single,sometimes,no,2,school_bus,5 - 10,73,68,72
484,female,group C,associate's degree,standard,completed,married,regularly,yes,2,school_bus,> 10,83,99,97
485,male,group B,some high school,standard,none,married,sometimes,yes,0,school_bus,5 - 10,67,57,53
486,male,group B,some college,free/reduced,,widowed,never,yes,3,,5 - 10,58,59,49
487,male,group C,some college,standard,none,married,sometimes,yes,1,private,5 - 10,74,67,67
488,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,,private,< 5,65,60,59
489,female,group B,some high school,standard,completed,divorced,sometimes,no,3,private,> 10,79,89,90
490,female,group E,some college,standard,completed,married,regularly,no,,private,5 - 10,90,93,100
491,female,group B,bachelor's degree,standard,none,single,regularly,yes,5,school_bus,> 10,48,66,66
492,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,1,school_bus,< 5,79,84,94
493,female,group C,master's degree,standard,none,married,sometimes,yes,3,school_bus,> 10,77,89,87
494,female,group C,associate's degree,free/reduced,completed,married,regularly,yes,2,school_bus,< 5,58,62,66
495,female,,high school,standard,none,,regularly,yes,0,private,5 - 10,69,76,72
496,male,group B,associate's degree,free/reduced,completed,married,regularly,no,2,private,> 10,53,56,52
497,male,group B,high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,60,64,52
498,female,group C,some high school,free/reduced,completed,divorced,sometimes,yes,0,private,5 - 10,61,71,73
499,male,group D,associate's degree,standard,completed,divorced,,no,3,school_bus,< 5,71,66,71
500,male,group D,high school,free/reduced,none,married,never,yes,2,school_bus,< 5,63,58,50
501,female,group D,some high school,standard,none,married,sometimes,yes,1,private,5 - 10,48,52,47
502,female,group D,some high school,free/reduced,completed,widowed,regularly,yes,2,private,5 - 10,54,68,69
503,female,group E,associate's degree,standard,none,married,sometimes,no,4,school_bus,5 - 10,90,91,88
504,male,group E,some high school,standard,completed,married,regularly,yes,4,school_bus,5 - 10,74,79,74
505,male,group C,some college,standard,none,single,sometimes,yes,,,5 - 10,73,79,74
506,male,group C,associate's degree,standard,completed,married,sometimes,no,2,school_bus,> 10,66,64,65
507,female,group B,bachelor's degree,standard,none,married,never,no,3,school_bus,5 - 10,74,74,78
508,male,group C,high school,free/reduced,none,,regularly,yes,3,school_bus,5 - 10,32,42,41
509,female,,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,82,83,88
510,female,group C,some college,standard,none,married,never,yes,2,school_bus,> 10,55,60,60
511,male,group B,some college,free/reduced,,married,regularly,yes,,school_bus,5 - 10,76,69,64
512,male,group C,some high school,standard,completed,married,sometimes,yes,2,school_bus,> 10,73,73,78
514,male,group C,some college,free/reduced,completed,single,regularly,no,2,school_bus,< 5,70,78,71
515,female,group B,,standard,completed,married,sometimes,no,2,private,5 - 10,53,62,67
516,male,group C,some college,standard,completed,married,sometimes,no,1,,5 - 10,94,85,87
517,female,group E,bachelor's degree,standard,,married,sometimes,no,6,school_bus,< 5,72,80,78
518,male,group E,some college,standard,,divorced,sometimes,yes,4,school_bus,5 - 10,64,62,57
519,male,group E,some high school,standard,completed,married,regularly,no,1,school_bus,< 5,86,81,77
520,female,group A,associate's degree,standard,,married,regularly,yes,1,,< 5,67,79,81
521,female,group C,some high school,standard,none,single,sometimes,yes,0,private,5 - 10,57,62,63
522,male,group B,some high school,free/reduced,none,single,regularly,no,3,,5 - 10,46,56,50
523,female,group B,some college,free/reduced,none,married,sometimes,yes,4,school_bus,5 - 10,60,73,68
524,female,group D,high school,standard,completed,married,regularly,yes,0,private,5 - 10,71,68,71
525,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,78,89,81
526,female,group C,some college,free/reduced,none,married,sometimes,yes,,private,5 - 10,36,45,42
527,female,group D,some college,free/reduced,none,,sometimes,yes,1,private,5 - 10,57,71,62
528,female,group C,some college,standard,none,married,sometimes,yes,0,school_bus,< 5,80,88,85
529,female,group C,some high school,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,54,60,57
530,male,group B,some college,standard,completed,married,sometimes,yes,2,,> 10,65,63,58
531,female,group B,high school,standard,completed,married,sometimes,yes,0,school_bus,5 - 10,64,78,75
533,female,,associate's degree,standard,completed,married,sometimes,no,,school_bus,5 - 10,84,84,89
534,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,2,private,> 10,52,55,57
535,female,group B,high school,free/reduced,,married,sometimes,no,2,private,5 - 10,60,72,66
536,male,group B,bachelor's degree,free/reduced,none,single,,yes,0,school_bus,5 - 10,68,60,58
537,female,group A,some high school,standard,completed,divorced,regularly,no,1,,5 - 10,41,51,56
538,female,,bachelor's degree,free/reduced,none,married,sometimes,yes,1,private,> 10,70,65,70
539,male,group E,some college,standard,none,married,sometimes,no,2,school_bus,< 5,80,62,63
540,female,group D,some high school,standard,none,divorced,sometimes,no,2,private,5 - 10,78,70,78
542,female,group C,some high school,standard,none,single,sometimes,yes,3,private,5 - 10,52,62,60
543,male,group E,some high school,standard,none,married,sometimes,no,1,school_bus,> 10,60,50,45
544,male,group E,some high school,free/reduced,none,married,never,no,,private,< 5,60,61,54
545,female,group C,high school,standard,completed,married,regularly,yes,7,private,5 - 10,60,70,73
546,female,group A,associate's degree,standard,none,single,sometimes,yes,2,private,5 - 10,49,57,57
547,female,group C,some college,standard,completed,single,regularly,yes,7,school_bus,> 10,90,100,100
548,female,group C,high school,standard,none,divorced,never,yes,4,school_bus,< 5,70,78,76
549,female,group E,associate's degree,standard,completed,married,sometimes,no,2,school_bus,< 5,81,86,84
550,male,group B,high school,standard,none,married,never,no,3,school_bus,5 - 10,43,44,43
551,male,group A,high school,standard,none,single,regularly,yes,1,school_bus,< 5,60,51,54
552,male,group E,,free/reduced,completed,single,regularly,yes,1,school_bus,5 - 10,100,96,91
553,male,group D,some high school,free/reduced,completed,single,sometimes,no,2,school_bus,< 5,77,70,68
554,female,group C,bachelor's degree,free/reduced,completed,widowed,sometimes,no,2,private,> 10,84,96,98
555,male,group B,some high school,standard,completed,married,regularly,yes,5,school_bus,5 - 10,70,67,65
556,female,group C,some high school,free/reduced,none,,never,yes,4,private,> 10,52,70,65
557,male,group B,associate's degree,standard,none,divorced,sometimes,no,3,school_bus,5 - 10,79,75,70
559,female,group D,high school,standard,completed,married,sometimes,yes,5,school_bus,> 10,92,92,99
560,male,group C,,free/reduced,none,divorced,,yes,0,,> 10,49,40,38
561,female,group D,some college,standard,none,single,never,no,2,school_bus,5 - 10,68,76,79
562,female,group E,high school,standard,none,single,sometimes,yes,,school_bus,5 - 10,100,98,92
563,female,,associate's degree,standard,completed,married,regularly,no,7,private,5 - 10,67,82,82
564,female,group E,associate's degree,free/reduced,,married,regularly,yes,3,school_bus,> 10,85,86,93
565,female,group C,high school,free/reduced,none,divorced,regularly,no,1,school_bus,5 - 10,52,68,66
566,male,group B,some high school,free/reduced,none,single,sometimes,yes,1,private,> 10,30,21,17
567,female,group E,some college,standard,none,divorced,sometimes,no,5,school_bus,< 5,89,95,90
568,female,group C,some college,standard,none,married,regularly,no,2,private,< 5,53,55,54
569,female,group D,some high school,free/reduced,none,married,sometimes,yes,3,private,5 - 10,44,45,52
570,male,group A,high school,standard,none,single,sometimes,yes,1,school_bus,5 - 10,61,65,54
571,female,group E,associate's degree,standard,completed,divorced,sometimes,yes,3,school_bus,< 5,95,98,98
572,female,group C,associate's degree,standard,none,single,sometimes,no,4,school_bus,< 5,64,75,69
573,male,group B,some college,free/reduced,none,single,sometimes,no,2,private,5 - 10,49,61,49
574,female,group C,some high school,free/reduced,completed,,sometimes,yes,0,school_bus,5 - 10,43,59,57
575,male,group D,high school,free/reduced,none,married,regularly,no,1,private,< 5,49,41,36
576,male,group D,high school,standard,none,married,never,yes,1,school_bus,5 - 10,57,56,49
577,male,group C,master's degree,standard,none,single,sometimes,yes,3,private,> 10,82,79,81
578,male,group E,high school,standard,none,divorced,sometimes,yes,3,private,< 5,92,91,83
579,female,group C,,standard,completed,married,regularly,no,3,school_bus,5 - 10,47,59,61
580,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,4,school_bus,< 5,73,74,76
